Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DPEP2,Dipeptidase 2,49510,148,2.29 [1.45-3.60],0.0003705565751491
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DPP10,Inactive dipeptidyl peptidase 10,49667,147,4.46 [3.76-5.29],2.7646862918477694e-66
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DPP4,Dipeptidyl peptidase 4,48794,149,5.76 [4.06-8.19],1.556422024261758e-22
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DPP6,Dipeptidyl aminopeptidase-like protein 6,49510,148,2.71 [1.85-3.98],3.5039696678738586e-07
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DPP7,Dipeptidyl peptidase 2,49330,149,2.46 [2.01-3.02],3.99819011682483e-18
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DPT,Dermatopontin,50349,150,1.55 [0.87-2.77],0.1357359462020773
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DPY30,Protein dpy-30 homolog,50002,150,1.50 [1.24-1.81],3.688121495507904e-05
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DRAXIN,Draxin,49354,143,1.85 [1.34-2.55],0.000186181231784
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DRG2,Developmentally-regulated GTP-binding protein 2,49510,148,0.87 [0.67-1.13],0.2933463641067715
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DSC2,Desmocollin-2,49206,147,1.31 [0.87-1.97],0.1913694407946113
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DSCAM,Down syndrome cell adhesion molecule,43180,130,1.85 [1.19-2.88],0.0062250992385712
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DSG2,Desmoglein-2,49760,150,0.70 [0.41-1.19],0.1828464974051608
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DSG3,Desmoglein-3,50001,150,0.89 [0.59-1.34],0.5673224262834253
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DSG4,Desmoglein-4,49353,148,0.94 [0.70-1.27],0.7016450497703742
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DTD1,D-aminoacyl-tRNA deacylase 1,42307,127,0.86 [0.71-1.05],0.1295393411127795
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DTNB,Dystrobrevin beta,42967,127,2.56 [2.04-3.23],1.1983269332433445e-15
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DTX2,Probable E3 ubiquitin-protein ligase DTX2,42069,125,0.83 [0.60-1.14],0.2536101315172515
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DTX3,Probable E3 ubiquitin-protein ligase DTX3,49510,148,3.14 [2.13-4.62],7.1986231897268414e-09
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DTYMK,Thymidylate kinase,43249,127,0.87 [0.68-1.11],0.2647885018604086
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DUOX2,Dual oxidase 2,48828,141,0.95 [0.76-1.18],0.6363414223682973
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DUSP13,Dual specificity protein phosphatase 13 isoform A,43049,127,0.86 [0.57-1.30],0.4719926770837197
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DUSP29,Dual specificity phosphatase 29,42069,125,1.11 [0.88-1.40],0.390057853922148
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DUSP3,Dual specificity protein phosphatase 3,48597,148,0.88 [0.72-1.06],0.1807734186378744
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DUT,"Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial",43071,128,1.03 [0.88-1.21],0.7234921245643235
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DXO,Decapping and exoribonuclease protein,43149,128,0.97 [0.67-1.41],0.8809919749795231
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DYNC1H1,Cytoplasmic dynein 1 heavy chain 1,43049,127,1.04 [0.73-1.46],0.8421034996051475
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DYNLT1,Dynein light chain Tctex-type 1,42069,125,0.79 [0.62-1.00],0.0493879989529673
Chapter XI Diseases of the digestive system,Alcoholic liver disease,DYNLT3,Dynein light chain Tctex-type 3,43049,127,0.53 [0.35-0.80],0.0022626636114727
Chapter XI Diseases of the digestive system,Alcoholic liver disease,EBAG9,Receptor-binding cancer antigen expressed on SiSo cells,49354,143,0.91 [0.78-1.06],0.2281749508806155
Chapter XI Diseases of the digestive system,Alcoholic liver disease,EBI3_IL27,Interleukin-27,50086,151,3.97 [2.86-5.51],1.9698686212233954e-16
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ECE1,Endothelin-converting enzyme 1,48597,148,2.09 [1.67-2.62],1.1703887809500451e-10
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ECHDC3,"Enoyl-CoA hydratase domain-containing protein 3, mitochondrial",43249,127,2.71 [2.40-3.06],3.866385728058613e-59
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ECHS1,"Enoyl-CoA hydratase, mitochondrial",42091,120,2.32 [2.00-2.69],5.152404130959772e-29
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ECI2,Enoyl-CoA delta isomerase 2,41817,121,1.60 [1.30-1.98],1.2330866119453756e-05
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ECM1,Extracellular matrix protein 1,42123,129,1.40 [0.85-2.28],0.1824630286853261
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ECSCR,Endothelial cell-specific chemotaxis regulator,41859,122,1.00 [0.69-1.43],0.9813228559788912
Chapter XI Diseases of the digestive system,Alcoholic liver disease,EDA2R,Tumor necrosis factor receptor superfamily member 27,50162,151,2.40 [1.77-3.27],2.3463316788331252e-08
Chapter XI Diseases of the digestive system,Alcoholic liver disease,EDAR,Tumor necrosis factor receptor superfamily member EDAR,49667,147,0.64 [0.54-0.76],2.221906516595197e-07
Chapter XI Diseases of the digestive system,Alcoholic liver disease,EDDM3B,Epididymal secretory protein E3-beta,43049,127,1.14 [0.85-1.53],0.3846024726714049
Chapter XI Diseases of the digestive system,Alcoholic liver disease,EDEM2,ER degradation-enhancing alpha-mannosidase-like protein 2,41817,121,1.41 [0.97-2.05],0.0679787617571807
Chapter XI Diseases of the digestive system,Alcoholic liver disease,EDF1,Endothelial differentiation-related factor 1,43180,130,1.12 [0.89-1.40],0.3254202973695763
Chapter XI Diseases of the digestive system,Alcoholic liver disease,EDIL3,EGF-like repeat and discoidin I-like domain-containing protein 3,48828,141,2.78 [2.08-3.72],5.845885976594406e-12
Chapter XI Diseases of the digestive system,Alcoholic liver disease,EDN1,Endothelin-1,42091,120,4.93 [3.17-7.68],1.5834419166797306e-12
Chapter XI Diseases of the digestive system,Alcoholic liver disease,EDNRB,Endothelin receptor type B,41993,123,0.99 [0.65-1.50],0.9538536633537186
Chapter XI Diseases of the digestive system,Alcoholic liver disease,EEF1D,Elongation factor 1-delta,43249,127,1.08 [0.90-1.29],0.4200924300118545
Chapter XI Diseases of the digestive system,Alcoholic liver disease,EFCAB14,EF-hand calcium-binding domain-containing protein 14,43071,128,1.56 [0.99-2.47],0.0557323970728518
Chapter XI Diseases of the digestive system,Alcoholic liver disease,EFCAB2,Dynein regulatory complex protein 8,42463,126,1.00 [0.62-1.62],0.9968478922347443
Chapter XI Diseases of the digestive system,Alcoholic liver disease,EFEMP1,EGF-containing fibulin-like extracellular matrix protein 1,49847,149,5.21 [3.66-7.43],7.592964474348527e-20
Chapter XI Diseases of the digestive system,Alcoholic liver disease,EFHD1,EF-hand domain-containing protein D1,43180,130,1.82 [1.30-2.54],0.0004737862326654
Chapter XI Diseases of the digestive system,Alcoholic liver disease,EFNA1,Ephrin-A1,49678,149,1.63 [1.01-2.61],0.0440315429525596
Chapter XI Diseases of the digestive system,Alcoholic liver disease,EFNA4,Ephrin-A4,49273,143,3.06 [2.20-4.28],4.4112886938345456e-11
Chapter XI Diseases of the digestive system,Alcoholic liver disease,EFNB2,Ephrin-B2,42069,125,1.23 [0.98-1.55],0.0783233135494341
Chapter XI Diseases of the digestive system,Alcoholic liver disease,EGF,Pro-epidermal growth factor,49626,150,1.07 [0.93-1.23],0.3221434651909478
Chapter XI Diseases of the digestive system,Alcoholic liver disease,EGFL7,Epidermal growth factor-like protein 7,48578,144,2.38 [1.89-2.99],1.7038926957187157e-13
Chapter XI Diseases of the digestive system,Alcoholic liver disease,EGFLAM,Pikachurin,43071,128,3.38 [2.45-4.65],9.985074644256633e-14
Chapter XI Diseases of the digestive system,Alcoholic liver disease,EGFR,Epidermal growth factor receptor,50349,150,0.44 [0.29-0.67],9.203516556724704e-05
Chapter XI Diseases of the digestive system,Alcoholic liver disease,EGLN1,Egl nine homolog 1,49667,147,1.39 [1.19-1.63],2.7126850612176565e-05
Chapter XI Diseases of the digestive system,Alcoholic liver disease,EHBP1,EH domain-binding protein 1,43249,127,0.91 [0.72-1.14],0.4104995317703773
Chapter XI Diseases of the digestive system,Alcoholic liver disease,EHD3,EH domain-containing protein 3,42091,120,0.99 [0.85-1.14],0.8506397142829482
Chapter XI Diseases of the digestive system,Alcoholic liver disease,EIF1AX,"Eukaryotic translation initiation factor 1A, X-chromosomal",43149,128,1.05 [0.78-1.41],0.7624650726064696
Chapter XI Diseases of the digestive system,Alcoholic liver disease,EIF2AK2,"Interferon-induced, double-stranded RNA-activated protein kinase",42912,128,0.99 [0.85-1.15],0.9056112460781792
Chapter XI Diseases of the digestive system,Alcoholic liver disease,EIF2AK3,Eukaryotic translation initiation factor 2-alpha kinase 3,41817,121,0.95 [0.72-1.25],0.6949370347754231
Chapter XI Diseases of the digestive system,Alcoholic liver disease,EIF2S2,Eukaryotic translation initiation factor 2 subunit 2,42091,120,0.79 [0.49-1.25],0.311902110326528
Chapter XI Diseases of the digestive system,Alcoholic liver disease,EIF4B,Eukaryotic translation initiation factor 4B,49354,143,0.89 [0.69-1.15],0.3727362523538284
Chapter XI Diseases of the digestive system,Alcoholic liver disease,EIF4E,Eukaryotic translation initiation factor 4E,41993,123,0.95 [0.78-1.15],0.5829018125106609
Chapter XI Diseases of the digestive system,Alcoholic liver disease,EIF4EBP1,Eukaryotic translation initiation factor 4E-binding protein 1,49731,150,1.37 [1.12-1.67],0.0023700276961521
Chapter XI Diseases of the digestive system,Alcoholic liver disease,EIF4G1,Eukaryotic translation initiation factor 4 gamma 1,50281,150,0.99 [0.86-1.15],0.9234247069230286
Chapter XI Diseases of the digestive system,Alcoholic liver disease,EIF4G3,Eukaryotic translation initiation factor 4 gamma 3,43180,130,0.93 [0.72-1.21],0.6008871426399416
Chapter XI Diseases of the digestive system,Alcoholic liver disease,EIF5,Eukaryotic translation initiation factor 5,41817,121,0.94 [0.63-1.43],0.7873570085522401
Chapter XI Diseases of the digestive system,Alcoholic liver disease,EIF5A,Eukaryotic translation initiation factor 5A-1,48809,141,1.06 [0.65-1.74],0.8130542440857037
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ELAC1,Zinc phosphodiesterase ELAC protein 1,43180,130,0.92 [0.76-1.12],0.4003426387471609
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ELAVL4,ELAV-like protein 4,41859,122,1.30 [1.10-1.52],0.0014842196985288
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ELN,Elastin,43249,127,1.88 [1.19-2.96],0.0069761362820404
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ELOA,Elongin-A,49510,148,1.41 [1.19-1.66],4.968249197901046e-05
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ELOB,Elongin-B,41817,121,1.12 [0.73-1.73],0.6061410099637674
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ENAH,Protein enabled homolog,48809,141,2.11 [1.66-2.68],1.2045782372917768e-09
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ENDOU,Poly(U)-specific endoribonuclease,39914,116,0.90 [0.64-1.26],0.5280455072424997
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ENG,Endoglin,50349,150,13.82 [8.54-22.37],1.1314232414836688e-26
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ENO1,Alpha-enolase,49686,149,0.96 [0.80-1.16],0.6884178394919391
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ENO2,Gamma-enolase,50181,152,1.00 [0.80-1.24],0.9796520700697722
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ENO3,Beta-enolase,42091,120,1.22 [0.94-1.58],0.1352621366601876
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ENOPH1,Enolase-phosphatase E1,43049,127,0.75 [0.52-1.08],0.1171755216452504
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ENOX2,Ecto-NOX disulfide-thiol exchanger 2,41817,121,0.96 [0.51-1.83],0.911206181600276
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ENPEP,Glutamyl aminopeptidase,41817,121,1.40 [1.09-1.80],0.0091068530815557
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ENPP2,Ectonucleotide pyrophosphatase/phosphodiesterase family member 2,50349,150,7.70 [5.25-11.31],2.043024085163417e-25
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ENPP5,Ectonucleotide pyrophosphatase/phosphodiesterase family member 5,49948,152,0.68 [0.53-0.86],0.0012311655534333
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ENPP6,Glycerophosphocholine cholinephosphodiesterase ENPP6,42091,120,0.79 [0.49-1.28],0.3460069724379477
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ENPP7,Ectonucleotide pyrophosphatase/phosphodiesterase family member 7,48204,151,3.52 [2.99-4.16],1.2640988824783418e-50
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ENSA,Alpha-endosulfine,43049,127,0.96 [0.70-1.33],0.8239128804115202
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ENTPD2,Ectonucleoside triphosphate diphosphohydrolase 2,48578,144,3.67 [3.19-4.23],4.0536477793685566e-73
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ENTPD5,Ectonucleoside triphosphate diphosphohydrolase 5,48828,141,1.41 [0.70-2.82],0.3369053785957157
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ENTPD6,Ectonucleoside triphosphate diphosphohydrolase 6,48828,141,13.61 [7.73-23.98],1.5985324534457325e-19
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ENTR1,Endosome-associated-trafficking regulator 1,42091,120,1.99 [1.66-2.39],2.366855067411519e-13
Chapter XI Diseases of the digestive system,Alcoholic liver disease,EP300,Histone acetyltransferase p300,41993,123,1.12 [0.67-1.85],0.666238822743529
Chapter XI Diseases of the digestive system,Alcoholic liver disease,EPB41L5,Band 4.1-like protein 5,42069,125,1.08 [0.85-1.38],0.5381218333506036
Chapter XI Diseases of the digestive system,Alcoholic liver disease,EPCAM,Epithelial cell adhesion molecule,49699,150,1.09 [0.94-1.27],0.2691803883234004
Chapter XI Diseases of the digestive system,Alcoholic liver disease,EPGN,Epigen,43049,127,1.13 [0.83-1.53],0.4460364684295993
Chapter XI Diseases of the digestive system,Alcoholic liver disease,EPHA1,Ephrin type-A receptor 1,49864,152,0.96 [0.62-1.47],0.834067147880365
Chapter XI Diseases of the digestive system,Alcoholic liver disease,EPHA10,Ephrin type-A receptor 10,48597,148,0.95 [0.75-1.20],0.6608317307718938
Chapter XI Diseases of the digestive system,Alcoholic liver disease,EPHA2,Ephrin type-A receptor 2,47950,143,3.18 [2.38-4.24],4.590612921622436e-15
Chapter XI Diseases of the digestive system,Alcoholic liver disease,EPHA4,Ephrin type-A receptor 4,42307,127,1.47 [0.82-2.63],0.1906960003941675
Chapter XI Diseases of the digestive system,Alcoholic liver disease,EPHB4,Ephrin type-B receptor 4,50349,150,4.04 [2.66-6.15],6.873683238038355e-11
Chapter XI Diseases of the digestive system,Alcoholic liver disease,EPHB6,Ephrin type-B receptor 6,49269,142,1.31 [0.83-2.06],0.2421198094155057
Chapter XI Diseases of the digestive system,Alcoholic liver disease,EPHX2,Bifunctional epoxide hydrolase 2,48828,141,1.51 [1.30-1.76],7.067353962938277e-08
Chapter XI Diseases of the digestive system,Alcoholic liver disease,EPN1,Epsin-1,42463,126,1.23 [0.89-1.69],0.2093049221401058
Chapter XI Diseases of the digestive system,Alcoholic liver disease,EPO,Erythropoietin,49667,147,1.28 [1.10-1.48],0.0013602123222328
Chapter XI Diseases of the digestive system,Alcoholic liver disease,EPPK1,Epiplakin,42091,120,1.26 [1.01-1.57],0.0370973093583882
Chapter XI Diseases of the digestive system,Alcoholic liver disease,EPS8L2,Epidermal growth factor receptor kinase substrate 8-like protein 2,50078,150,5.06 [3.89-6.60],3.334367603220495e-33
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ERBB2,Receptor tyrosine-protein kinase erbB-2,49895,151,9.84 [7.64-12.67],2.508466511661345e-70
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ERBB3,Receptor tyrosine-protein kinase erbB-3,49532,150,3.89 [2.05-7.36],3.0082239829367623e-05
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ERBB4,Receptor tyrosine-protein kinase erbB-4,49895,151,1.77 [0.99-3.15],0.0526821954310101
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ERBIN,Erbin,49510,148,0.87 [0.75-1.00],0.0443247478409833
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ERC2,ERC protein 2,42069,125,0.99 [0.78-1.24],0.9171844393328132
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ERCC1,DNA excision repair protein ERCC-1,41724,127,1.15 [0.71-1.86],0.5827815780702532
