Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SHPK,Sedoheptulokinase,42463,126,1.54 [1.13-2.10],0.0067863340207997
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SIAE,Sialate O-acetylesterase,49811,151,2.57 [1.94-3.39],3.2096494445793866e-11
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SIGLEC1,Sialoadhesin,49948,152,4.46 [3.56-5.59],1.6067332043266775e-38
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SIGLEC10,Sialic acid-binding Ig-like lectin 10,49667,147,3.68 [3.02-4.50],2.937407444337104e-37
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SIGLEC15,Sialic acid-binding Ig-like lectin 15,48597,148,1.14 [0.97-1.34],0.1237210016964284
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SIGLEC5,Sialic acid-binding Ig-like lectin 5,49760,150,1.33 [1.13-1.57],0.0006368346606348
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SIGLEC6,Sialic acid-binding Ig-like lectin 6,50162,151,1.23 [0.81-1.88],0.3322670289270478
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SIGLEC7,Sialic acid-binding Ig-like lectin 7,49731,150,8.80 [6.59-11.75],3.651606399734976e-49
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SIGLEC8,Sialic acid-binding Ig-like lectin 8,42091,120,2.96 [2.16-4.05],1.1702119971544334e-11
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SIGLEC9,Sialic acid-binding Ig-like lectin 9,50092,151,6.77 [4.39-10.44],4.694254904090338e-18
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SIL1,Nucleotide exchange factor SIL1,42091,120,1.82 [1.32-2.51],0.0002574344153123
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SIRPA,Tyrosine-protein phosphatase non-receptor type substrate 1,49855,148,1.58 [1.19-2.10],0.0015633660266885
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SIRPB1,Signal-regulatory protein beta-1,49614,150,1.54 [1.15-2.08],0.0041051817444384
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SIRT1,NAD-dependent protein deacetylase sirtuin-1,41993,123,0.93 [0.73-1.18],0.5478437997592073
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SIRT2,NAD-dependent protein deacetylase sirtuin-2,49510,148,1.01 [0.86-1.20],0.8707826250520929
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SIRT5,"NAD-dependent protein deacylase sirtuin-5, mitochondrial",48597,148,1.10 [0.86-1.42],0.4311686149386839
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SIT1,Signaling threshold-regulating transmembrane adapter 1,48809,141,0.74 [0.57-0.97],0.0300327254928666
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SKAP1,Src kinase-associated phosphoprotein 1,49269,142,0.67 [0.54-0.83],0.0002007593162941
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SKAP2,Src kinase-associated phosphoprotein 2,49948,152,0.86 [0.75-0.99],0.0297732503301451
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SKIV2L,Helicase SKI2W,41817,121,1.22 [0.84-1.79],0.2982177107223813
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SLA2,Src-like-adapter 2,43180,130,0.94 [0.80-1.10],0.4270766568268357
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SLAMF1,Signaling lymphocytic activation molecule,48809,141,2.27 [1.88-2.75],2.330591201467679e-17
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SLAMF6,SLAM family member 6,48578,144,1.79 [1.27-2.53],0.0008061775415589
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SLAMF7,SLAM family member 7,49667,147,2.97 [2.51-3.51],9.491235198057293e-37
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SLAMF8,SLAM family member 8,48578,144,3.42 [2.74-4.28],2.481803829168176e-27
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SLC12A2,Solute carrier family 12 member 2,41817,121,1.38 [0.82-2.33],0.2302573799333416
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SLC13A1,Solute carrier family 13 member 1,43049,127,0.70 [0.47-1.05],0.0844635733778591
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SLC16A1,Monocarboxylate transporter 1,48597,148,1.50 [1.25-1.79],9.26238720775492e-06
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SLC1A4,Neutral amino acid transporter A,42069,125,1.38 [1.07-1.79],0.014191440209471
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SLC27A4,Long-chain fatty acid transport protein 4,48597,148,1.12 [0.91-1.37],0.2977065171195125
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SLC28A1,Sodium/nucleoside cotransporter 1,41724,127,1.20 [0.94-1.52],0.1406138440699853
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SLC34A3,Sodium-dependent phosphate transport protein 2C,41724,127,1.29 [0.97-1.70],0.0786996038999497
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SLC39A14,Zinc transporter ZIP14,48597,148,1.20 [0.78-1.82],0.4073419006628034
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SLC39A5,Zinc transporter ZIP5,49667,147,1.41 [1.13-1.75],0.0020135828929034
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SLC44A4,Choline transporter-like protein 4,42069,125,1.05 [0.82-1.34],0.6904348212598066
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SLC4A1,Band 3 anion transport protein,43246,129,0.55 [0.38-0.80],0.0020335387512945
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SLC51B,Organic solute transporter subunit beta,41817,121,0.92 [0.71-1.19],0.5326161303237837
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SLC9A3R1,Na(+)/H(+) exchange regulatory cofactor NHE-RF1,42307,127,0.91 [0.75-1.11],0.3685572501011698
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SLC9A3R2,Na(+)/H(+) exchange regulatory cofactor NHE-RF2,43071,128,1.28 [0.99-1.67],0.0606118001614034
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SLIRP,"SRA stem-loop-interacting RNA-binding protein, mitochondrial",41724,127,1.24 [0.98-1.57],0.0684780967780118
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SLIT2,Slit homolog 2 protein,48597,148,1.73 [1.47-2.04],6.737747205590386e-11
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SLITRK1,SLIT and NTRK-like protein 1,41993,123,0.56 [0.33-0.95],0.0318864554421828
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SLITRK2,SLIT and NTRK-like protein 2,50162,151,0.74 [0.52-1.06],0.0986677545372384
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SLITRK6,SLIT and NTRK-like protein 6,48828,141,0.83 [0.54-1.27],0.3897973705581575
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SLK,STE20-like serine/threonine-protein kinase,42463,126,1.10 [0.90-1.34],0.3504891512619672
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SLMAP,Sarcolemmal membrane-associated protein,43071,128,0.97 [0.80-1.19],0.794728622578548
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SLURP1,Secreted Ly-6/uPAR-related protein 1,42928,128,1.02 [0.64-1.61],0.9461746695693196
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SMAD1,Mothers against decapentaplegic homolog 1,48578,144,0.89 [0.75-1.07],0.2171885817232686
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SMAD2,Mothers against decapentaplegic homolog 2,43049,127,0.88 [0.69-1.12],0.2899590754962622
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SMAD3,Mothers against decapentaplegic homolog 3,43049,127,0.75 [0.53-1.06],0.1052056512332826
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SMAD5,Mothers against decapentaplegic homolog 5,49510,148,1.98 [0.93-4.20],0.074905514520514
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SMARCA2,Probable global transcription activator SNF2L2,48597,148,1.09 [0.90-1.33],0.3743480902109083
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SMC3,Structural maintenance of chromosomes protein 3,41724,127,1.10 [0.82-1.47],0.5427356965526123
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SMNDC1,Survival of motor neuron-related-splicing factor 30,43071,128,1.03 [0.80-1.32],0.8127564605488728
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SMOC1,SPARC-related modular calcium-binding protein 1,50162,151,1.93 [1.30-2.88],0.0011778430865198
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SMOC2,SPARC-related modular calcium-binding protein 2,49948,152,1.85 [1.31-2.60],0.0004221452536754
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SMPD1,Sphingomyelin phosphodiesterase,49933,150,4.01 [3.30-4.88],1.6100826523150409e-44
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SMPD3,Sphingomyelin phosphodiesterase 3,41993,123,0.92 [0.65-1.31],0.6602697695240085
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SMPDL3A,Acid sphingomyelinase-like phosphodiesterase 3a,49864,152,2.16 [1.72-2.72],3.8689472119973665e-11
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SMPDL3B,Acid sphingomyelinase-like phosphodiesterase 3b,43049,127,1.12 [0.92-1.36],0.2471858896144583
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SMS,Spermine synthase,41859,122,0.93 [0.70-1.25],0.6422192137671574
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SMTN,Smoothelin,43066,128,0.96 [0.80-1.16],0.6920473835618439
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SNAP23,Synaptosomal-associated protein 23,49731,150,0.85 [0.72-0.99],0.0406803810696393
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SNAP25,Synaptosomal-associated protein 25,41859,122,0.71 [0.49-1.03],0.0676476878078941
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SNAP29,Synaptosomal-associated protein 29,49895,151,0.98 [0.84-1.14],0.7705700426524759
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SNAPIN,SNARE-associated protein Snapin,43180,130,1.26 [0.95-1.66],0.1031380961791293
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SNCA,Alpha-synuclein,42307,127,0.90 [0.78-1.04],0.1550691500618075
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SNCG,Gamma-synuclein,49354,143,1.48 [1.19-1.85],0.0005359825714487
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SNED1,"Sushi, nidogen and EGF-like domain-containing protein 1",42091,120,1.96 [1.32-2.90],0.0007920886067175
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SNRPB2,U2 small nuclear ribonucleoprotein B'',43149,128,1.28 [1.00-1.64],0.0459837197036579
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SNU13,NHP2-like protein 1,41817,121,1.09 [0.85-1.39],0.5144497229448974
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SNX15,Sorting nexin-15,42307,127,0.94 [0.69-1.29],0.7132409173644796
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SNX18,Sorting nexin-18,43071,128,1.32 [0.96-1.81],0.0835634114312368
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SNX2,Sorting nexin-2,43049,127,0.88 [0.71-1.10],0.2534038732446693
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SNX5,Sorting nexin-5,42091,120,0.61 [0.32-1.16],0.1304974529335494
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SNX9,Sorting nexin-9,49731,150,0.87 [0.70-1.08],0.2188852693240313
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SOD1,Superoxide dismutase [Cu-Zn],48737,144,0.90 [0.66-1.23],0.526717910124249
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SOD2,"Superoxide dismutase [Mn], mitochondrial",49760,150,5.02 [4.23-5.96],2.3789513055991246e-76
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SOD3,Extracellular superoxide dismutase,43282,131,0.86 [0.63-1.18],0.35889095722022
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SORBS1,Sorbin and SH3 domain-containing protein 1,43180,130,1.48 [1.12-1.97],0.0065083500135605
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SORCS2,VPS10 domain-containing receptor SorCS2,48578,144,1.38 [0.93-2.03],0.1057758919799897
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SORD,Sorbitol dehydrogenase,49936,151,2.35 [1.92-2.87],9.74176773112372e-17
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SORT1,Sortilin,49657,150,5.17 [3.72-7.19],1.258144634837712e-22
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SOST,Sclerostin,49657,150,0.94 [0.65-1.36],0.755349151387031
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SOWAHA,Ankyrin repeat domain-containing protein SOWAHA,42069,125,1.12 [0.81-1.56],0.4826957738567831
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SOX2,Transcription factor SOX-2,43099,130,0.64 [0.30-1.35],0.237287636370072
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SOX9,Transcription factor SOX-9,42069,125,3.15 [1.72-5.76],0.0001903954199199
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SPACA5_SPACA5B,Sperm acrosome-associated protein 5,43180,130,0.96 [0.54-1.71],0.8930722188434018
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SPAG1,Sperm-associated antigen 1,43180,130,0.98 [0.74-1.31],0.9062553807564234
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SPARC,SPARC,49895,151,1.49 [1.19-1.86],0.0004919318894627
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SPARCL1,SPARC-like protein 1,49766,148,0.87 [0.51-1.49],0.6207717626267277
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SPART,Spartin,42307,127,0.92 [0.73-1.15],0.4469407342981724
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SPESP1,Sperm equatorial segment protein 1,43249,127,2.32 [1.47-3.65],0.0002795911217474
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SPINK1,Serine protease inhibitor Kazal-type 1,49760,150,1.99 [1.53-2.60],4.0198428154175753e-07
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SPINK2,Serine protease inhibitor Kazal-type 2,42307,127,0.54 [0.33-0.88],0.0141841564238301
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SPINK4,Serine protease inhibitor Kazal-type 4,49667,147,1.22 [0.99-1.50],0.0684760828962375
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SPINK5,Serine protease inhibitor Kazal-type 5,49760,150,1.01 [0.67-1.52],0.9747168520520968
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SPINK6,Serine protease inhibitor Kazal-type 6,50162,151,1.05 [0.80-1.38],0.7193513652876522
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SPINK8,Serine protease inhibitor Kazal-type 8,41817,121,1.25 [0.84-1.86],0.2632934852257824
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SPINT1,Kunitz-type protease inhibitor 1,49599,149,4.34 [3.49-5.41],3.3620737905653186e-39
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SPINT2,Kunitz-type protease inhibitor 2,49948,152,2.12 [1.51-2.97],1.2769886906021568e-05
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SPINT3,Kunitz-type protease inhibitor 3,43071,128,0.93 [0.84-1.03],0.1771385864168541
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SPOCK1,Testican-1,49354,143,1.97 [1.13-3.43],0.0162799401777706
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SPON1,Spondin-1,49782,150,0.81 [0.52-1.27],0.3538810268295427
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SPON2,Spondin-2,49488,150,9.43 [6.90-12.90],8.598464514036985e-45
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SPP1,Osteopontin,50271,150,1.88 [1.41-2.51],1.5828106553116284e-05
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SPRED2,"Sprouty-related, EVH1 domain-containing protein 2",41993,123,0.83 [0.54-1.29],0.4142929806671873
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SPRING1,SREBP regulating gene protein,41724,127,1.08 [0.81-1.43],0.5912171793946372
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SPRR1B,Cornifin-B,42463,126,1.09 [0.90-1.30],0.3837220024006547
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SPRR3,Small proline-rich protein 3,43149,128,1.18 [0.92-1.52],0.1852963709224893
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SPRY2,Protein sprouty homolog 2,48809,141,0.89 [0.75-1.04],0.1482390423001686
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SPTBN2,"Spectrin beta chain, non-erythrocytic 2",41859,122,1.58 [1.00-2.49],0.0515030139823161
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SPTLC1,Serine palmitoyltransferase 1,43149,128,1.19 [0.81-1.77],0.3752071788492163
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SRC,Proto-oncogene tyrosine-protein kinase Src,49812,151,0.87 [0.77-0.98],0.0170701711874277
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SRP14,Signal recognition particle 14 kDa protein,49510,148,1.24 [0.99-1.54],0.0604093585950208
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SRPK2,SRSF protein kinase 2,49667,147,0.91 [0.76-1.09],0.2963472574943695
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SRPX,Sushi repeat-containing protein SRPX,43249,127,7.04 [5.16-9.61],8.36006749197505e-35
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SSB,Lupus La protein,48597,148,1.17 [0.95-1.44],0.1433746535166327
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SSBP1,"Single-stranded DNA-binding protein, mitochondrial",41993,123,1.43 [0.98-2.08],0.0603109954563865
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SSC4D,Scavenger receptor cysteine-rich domain-containing group B protein,49657,150,0.52 [0.45-0.59],4.535461568095781e-21
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,49930,149,3.31 [2.40-4.57],3.133718654247283e-13
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SSH3,Protein phosphatase Slingshot homolog 3,41724,127,0.70 [0.37-1.32],0.2695026525955992
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SSNA1,Sjoegren syndrome nuclear autoantigen 1,43071,128,1.44 [1.08-1.93],0.013486500302088
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ST13,Hsc70-interacting protein,42307,127,0.71 [0.52-0.96],0.0280689570115722
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ST3GAL1,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1",49510,148,1.42 [1.09-1.85],0.0096621897122372
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ST6GAL1,"Beta-galactoside alpha-2,6-sialyltransferase 1",50349,150,2.83 [2.18-3.68],6.4947472464206854e-15
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ST8SIA1,"Alpha-N-acetylneuraminide alpha-2,8-sialyltransferase",41993,123,1.21 [0.90-1.63],0.2137795287952023
Chapter XI Diseases of the digestive system,Alcoholic liver disease,STAB2,Stabilin-2,43246,129,3.45 [2.11-5.64],8.070332185637617e-07
Chapter XI Diseases of the digestive system,Alcoholic liver disease,STAM,Signal transducing adapter molecule 1,43049,127,0.93 [0.58-1.47],0.7479196619824544
Chapter XI Diseases of the digestive system,Alcoholic liver disease,STAMBP,STAM-binding protein,49269,142,0.91 [0.72-1.15],0.4170111396094891
Chapter XI Diseases of the digestive system,Alcoholic liver disease,STAT2,Signal transducer and activator of transcription 2,41993,123,0.94 [0.75-1.17],0.5655153287361663
Chapter XI Diseases of the digestive system,Alcoholic liver disease,STAT5B,Signal transducer and activator of transcription 5B,49510,148,0.91 [0.82-1.01],0.0801631903606913
Chapter XI Diseases of the digestive system,Alcoholic liver disease,STAU1,Double-stranded RNA-binding protein Staufen homolog 1,41724,127,1.05 [0.81-1.36],0.7117950459694733
Chapter XI Diseases of the digestive system,Alcoholic liver disease,STC1,Stanniocalcin-1,50181,152,2.75 [2.16-3.50],1.776688782286535e-16
Chapter XI Diseases of the digestive system,Alcoholic liver disease,STC2,Stanniocalcin-2,49694,150,2.67 [1.51-4.74],0.0007740710872358
Chapter XI Diseases of the digestive system,Alcoholic liver disease,STEAP4,Metalloreductase STEAP4,41859,122,1.07 [0.86-1.35],0.5337264474398864
Chapter XI Diseases of the digestive system,Alcoholic liver disease,STIP1,Stress-induced-phosphoprotein 1,49681,150,0.88 [0.70-1.11],0.2823638881219287
Chapter XI Diseases of the digestive system,Alcoholic liver disease,STK11,Serine/threonine-protein kinase STK11,48828,141,0.96 [0.78-1.17],0.6667856189704844
Chapter XI Diseases of the digestive system,Alcoholic liver disease,STK24,Serine/threonine-protein kinase 24,48597,148,0.87 [0.68-1.11],0.2531599526555183
Chapter XI Diseases of the digestive system,Alcoholic liver disease,STK4,Serine/threonine-protein kinase 4,49731,150,0.97 [0.82-1.14],0.6988844295111633
Chapter XI Diseases of the digestive system,Alcoholic liver disease,STOML2,"Stomatin-like protein 2, mitochondrial",41724,127,1.00 [0.83-1.21],0.9961755428510826
Chapter XI Diseases of the digestive system,Alcoholic liver disease,STX16,Syntaxin-16,48578,144,0.71 [0.52-0.96],0.02657384989034
Chapter XI Diseases of the digestive system,Alcoholic liver disease,STX1B,Syntaxin-1B,42069,125,0.89 [0.57-1.40],0.6228431225524982
Chapter XI Diseases of the digestive system,Alcoholic liver disease,STX3,Syntaxin-3,43149,128,1.60 [1.17-2.17],0.003111941498673
Chapter XI Diseases of the digestive system,Alcoholic liver disease,STX4,Syntaxin-4,49510,148,0.92 [0.71-1.19],0.5092719768284479
Chapter XI Diseases of the digestive system,Alcoholic liver disease,STX5,Syntaxin-5,41993,123,1.00 [0.64-1.54],0.9823467312517424
Chapter XI Diseases of the digestive system,Alcoholic liver disease,STX6,Syntaxin-6,48578,144,0.87 [0.67-1.12],0.2681501209221222
Chapter XI Diseases of the digestive system,Alcoholic liver disease,STX7,Syntaxin-7,41993,123,0.74 [0.51-1.06],0.0954806696548487
Chapter XI Diseases of the digestive system,Alcoholic liver disease,STX8,Syntaxin-8,49667,147,0.95 [0.70-1.29],0.7354095264251022
Chapter XI Diseases of the digestive system,Alcoholic liver disease,STXBP1,Syntaxin-binding protein 1,43180,130,0.88 [0.71-1.09],0.2474121911932764
Chapter XI Diseases of the digestive system,Alcoholic liver disease,STXBP3,Syntaxin-binding protein 3,48578,144,0.95 [0.67-1.34],0.7650106874189133
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SUGP1,SURP and G-patch domain-containing protein 1,43071,128,0.89 [0.59-1.35],0.5804219209528825
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SUGT1,Protein SGT1 homolog,48578,144,0.90 [0.75-1.08],0.2740161288252969
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SULT1A1,Sulfotransferase 1A1,50181,152,0.90 [0.81-1.01],0.0632238155629278
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SULT2A1,Bile salt sulfotransferase,49667,147,2.55 [2.29-2.86],3.968553874189327e-61
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SUMF1,Formylglycine-generating enzyme,41993,123,1.02 [0.79-1.32],0.8815621834039605
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SUMF2,Inactive C-alpha-formylglycine-generating enzyme 2,50181,152,1.54 [1.16-2.06],0.0031570210648492
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SUOX,"Sulfite oxidase, mitochondrial",43180,130,2.68 [2.25-3.18],1.0919093356422512e-28
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SUSD1,Sushi domain-containing protein 1,48828,141,0.76 [0.56-1.02],0.0703660226011159
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SUSD2,Sushi domain-containing protein 2,49760,150,3.57 [2.85-4.47],1.840752768317109e-28
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SUSD4,Sushi domain-containing protein 4,43049,127,1.14 [0.77-1.68],0.5172051754577567
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SUSD5,Sushi domain-containing protein 5,42076,126,0.38 [0.23-0.62],9.090461295637456e-05
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SV2A,Synaptic vesicle glycoprotein 2A,42069,125,0.93 [0.70-1.23],0.591894824150218
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SWAP70,Switch-associated protein 70,43071,128,2.03 [1.55-2.67],3.255127327714153e-07
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SYAP1,Synapse-associated protein 1,42307,127,1.02 [0.76-1.36],0.8947888847408265
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SYNGAP1,Ras/Rap GTPase-activating protein SynGAP,41859,122,1.08 [0.82-1.44],0.5815599031412277
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SYT1,Synaptotagmin-1,43149,128,0.99 [0.64-1.54],0.9690324403256946
Chapter XI Diseases of the digestive system,Alcoholic liver disease,SYTL4,Synaptotagmin-like protein 4,43249,127,0.86 [0.68-1.10],0.2337998606882547
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TAB2,TGF-beta-activated kinase 1 and MAP3K7-binding protein 2,42463,126,0.83 [0.70-0.97],0.023165478302089
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TACC3,Transforming acidic coiled-coil-containing protein 3,49510,148,0.87 [0.77-0.99],0.0314593663007082
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TACSTD2,Tumor-associated calcium signal transducer 2,44070,136,3.33 [2.77-4.00],1.4270203054551368e-37
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TADA3,Transcriptional adapter 3,43049,127,0.95 [0.63-1.45],0.8178044989725493
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TAFA5,Chemokine-like protein TAFA-5,49510,148,1.44 [0.99-2.09],0.0562277979559212
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TAGLN3,Transgelin-3,41724,127,0.81 [0.60-1.10],0.1738143504528225
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TALDO1,Transaldolase,43086,128,1.45 [1.03-2.04],0.0309819499036152
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TANK,TRAF family member-associated NF-kappa-B activator,48809,141,0.94 [0.76-1.17],0.565736074631123
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TAP1,Antigen peptide transporter 1,42463,126,1.29 [1.05-1.58],0.0155545246784922
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TARBP2,RISC-loading complex subunit TARBP2,48597,148,1.00 [0.83-1.20],0.9769526129890598
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TARM1,"T-cell-interacting, activating receptor on myeloid cells protein 1",42069,125,1.13 [0.92-1.37],0.2369582849696624
Chapter XI Diseases of the digestive system,Alcoholic liver disease,TARS1,"Threonine--tRNA ligase 1, cytoplasmic",43049,127,0.80 [0.50-1.27],0.3414459763239288
