Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FCGR2B,Low affinity immunoglobulin gamma Fc region receptor II-b,50249,720,1.14 [1.03-1.28],0.0163026506317339
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FCGR3B,Low affinity immunoglobulin gamma Fc region receptor III-B,51500,745,1.26 [1.10-1.44],0.0007969764872519
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FCN1,Ficolin-1,44695,628,1.32 [1.14-1.53],0.0002457968237418
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FCN2,Ficolin-2,51248,741,1.14 [0.97-1.35],0.1067245372276156
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FCRL1,Fc receptor-like protein 1,51461,742,1.33 [1.16-1.53],5.437605041458033e-05
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FCRL2,Fc receptor-like protein 2,51780,741,1.33 [1.17-1.50],4.676257970619267e-06
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FCRL3,Fc receptor-like protein 3,50494,726,1.17 [1.04-1.32],0.0083273405062535
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FCRL5,Fc receptor-like protein 5,51475,728,1.19 [1.06-1.33],0.0022729526852218
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FCRL6,Fc receptor-like protein 6,51387,739,1.25 [1.13-1.37],6.06168886456732e-06
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FCRLB,Fc receptor-like B,50249,720,1.23 [1.12-1.35],1.4048593761338687e-05
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FDX1,"Adrenodoxin, mitochondrial",43272,611,1.29 [1.17-1.42],2.8432365001147137e-07
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FDX2,"Ferredoxin-2, mitochondrial",43272,611,1.16 [1.02-1.32],0.0208175784250867
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FEN1,Flap endonuclease 1,50249,720,0.99 [0.90-1.09],0.8713736462705179
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FES,Tyrosine-protein kinase Fes/Fps,50249,720,1.05 [0.91-1.20],0.4948719502913093
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FETUB,Fetuin-B,51584,747,1.32 [1.07-1.63],0.0083718104964523
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FGA,Fibrinogen alpha chain,43747,604,1.23 [0.95-1.58],0.1145063698262532
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FGD3,"FYVE, RhoGEF and PH domain-containing protein 3",44664,625,1.09 [0.99-1.20],0.0737024056718565
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FGF12,Fibroblast growth factor 12,43445,603,0.90 [0.74-1.09],0.2860686198818135
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FGF16,Fibroblast growth factor 16,43445,603,1.07 [0.92-1.26],0.3798644620894975
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FGF19,Fibroblast growth factor 19,51684,744,1.01 [0.93-1.10],0.7584764390928189
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FGF2,Fibroblast growth factor 2,51387,739,1.17 [1.07-1.29],0.0006692733761139
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FGF20,Fibroblast growth factor 20,43445,603,0.99 [0.82-1.19],0.9055230158430768
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FGF21,Fibroblast growth factor 21,51824,745,1.41 [1.35-1.48],3.935083827180521e-46
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FGF23,Fibroblast growth factor 23,51816,744,1.30 [1.19-1.43],7.895435216853038e-09
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FGF3,Fibroblast growth factor 3,43445,603,1.00 [0.77-1.30],0.9882454659426496
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FGF5,Fibroblast growth factor 5,50494,726,0.99 [0.82-1.21],0.9598122645736884
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FGF6,Fibroblast growth factor 6,43445,603,1.06 [0.89-1.27],0.487417690743393
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FGF7,Fibroblast growth factor 7,43142,599,1.01 [0.91-1.11],0.8911109532667493
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FGF9,Fibroblast growth factor 9,43064,597,0.89 [0.73-1.08],0.2346872039124908
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FGFBP1,Fibroblast growth factor-binding protein 1,51622,740,0.56 [0.46-0.67],5.60046694500773e-10
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FGFBP2,Fibroblast growth factor-binding protein 2,44744,629,0.89 [0.76-1.03],0.1252626177534329
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FGFBP3,Fibroblast growth factor-binding protein 3,44635,623,0.99 [0.80-1.21],0.9022072795481304
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FGFR2,Fibroblast growth factor receptor 2,51622,740,5.30 [4.26-6.60],1.411447354661335e-50
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FGFR4,Fibroblast growth factor receptor 4,43761,617,0.83 [0.72-0.97],0.0149666670725689
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FGL1,Fibrinogen-like protein 1,44780,630,1.13 [1.01-1.28],0.0385259409708346
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FGR,Tyrosine-protein kinase Fgr,50258,704,1.08 [0.97-1.19],0.1462064276974628
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FH,"Fumarate hydratase, mitochondrial",43301,603,1.09 [1.01-1.19],0.0368417980034969
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FHIP2A,FHF complex subunit HOOK interacting protein 2A,43272,611,1.09 [0.94-1.26],0.2603597981972531
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FHIT,Bis(5'-adenosyl)-triphosphatase,50258,704,1.05 [0.96-1.15],0.2650959866009909
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FIS1,Mitochondrial fission 1 protein,51431,743,1.24 [1.15-1.34],1.0287166364168928e-07
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FKBP14,Peptidyl-prolyl cis-trans isomerase FKBP14,44664,625,1.09 [1.01-1.18],0.0266303976720127
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FKBP1B,Peptidyl-prolyl cis-trans isomerase FKBP1B,51615,740,1.03 [0.97-1.09],0.287718613301529
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FKBP4,Peptidyl-prolyl cis-trans isomerase FKBP4,51062,728,1.51 [1.30-1.77],1.1342299750465836e-07
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FKBP5,Peptidyl-prolyl cis-trans isomerase FKBP5,51062,728,1.11 [1.04-1.19],0.0032553439115923
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FKBP7,Peptidyl-prolyl cis-trans isomerase FKBP7,50173,704,1.14 [1.00-1.30],0.0436614635588666
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FKBPL,FK506-binding protein-like,44550,622,1.21 [1.07-1.37],0.0032247205464375
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FLI1,Friend leukemia integration 1 transcription factor,50249,720,1.10 [1.04-1.17],0.00086511832578
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FLRT2,Leucine-rich repeat transmembrane protein FLRT2,51062,728,1.52 [1.22-1.90],0.0002510684506132
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FLT1,Vascular endothelial growth factor receptor 1,51142,734,1.33 [1.02-1.74],0.0347343902069812
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FLT3,Receptor-type tyrosine-protein kinase FLT3,50249,720,1.17 [0.95-1.43],0.1430201505116728
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FLT3LG,Fms-related tyrosine kinase 3 ligand,52026,747,1.30 [1.07-1.56],0.0071241631995061
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FLT4,Vascular endothelial growth factor receptor 3,51622,740,1.25 [1.03-1.52],0.0222541676002608
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FMNL1,Formin-like protein 1,50258,704,1.05 [0.96-1.16],0.309929023489141
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FMR1,Synaptic functional regulator FMR1,50249,720,1.05 [0.88-1.27],0.5798808251873424
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FN1,Fibronectin,44808,628,1.56 [1.18-2.05],0.0016286128274302
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FNDC1,Fibronectin type III domain-containing protein 1,44635,623,1.14 [0.97-1.33],0.1186581860645109
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FNTA,Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha,44533,623,1.40 [1.17-1.68],0.0002703115521675
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FOLH1,Glutamate carboxypeptidase 2,43445,603,1.06 [0.99-1.14],0.1025681823532013
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FOLR1,Folate receptor alpha,51385,738,1.25 [1.00-1.55],0.0484019472708529
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FOLR2,Folate receptor beta,51915,741,1.36 [1.09-1.69],0.0056721675157117
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FOLR3,Folate receptor gamma,51459,736,1.00 [0.96-1.03],0.8067999012925364
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FOS,Proto-oncogene c-Fos,43064,597,1.30 [1.05-1.60],0.0143251076734309
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FOSB,Protein fosB,50258,704,1.12 [0.96-1.31],0.1606812357709579
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FOXJ3,Forkhead box protein J3,43445,603,1.13 [0.96-1.33],0.1311738547132633
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FOXO1,Forkhead box protein O1,51387,739,1.12 [1.04-1.21],0.0034919194101114
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FOXO3,Forkhead box protein O3,50249,720,1.04 [0.97-1.12],0.2570929848370202
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FRMD4B,FERM domain-containing protein 4B,43272,611,0.98 [0.88-1.10],0.7769756656220432
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FRMD7,FERM domain-containing protein 7,43516,610,1.10 [0.88-1.38],0.3918355969134323
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FRZB,Secreted frizzled-related protein 3,50893,724,1.72 [1.32-2.24],6.207145055996862e-05
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FSHB,Follitropin subunit beta,43550,617,1.10 [0.97-1.25],0.1438054154330619
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FST,Follistatin,51600,744,1.13 [1.00-1.29],0.0563684607616997
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FSTL1,Follistatin-related protein 1,43550,617,2.57 [1.90-3.47],8.740999738268075e-10
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FSTL3,Follistatin-related protein 3,51349,740,2.65 [2.24-3.14],1.075223761660468e-29
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FTCD,Formimidoyltransferase-cyclodeaminase,44550,622,1.80 [1.68-1.94],5.933186274933621e-59
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FUCA1,Tissue alpha-L-fucosidase,51770,749,1.15 [1.06-1.25],0.0011982737426462
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FUOM,Fucose mutarotase,43761,617,2.36 [2.16-2.58],3.848603409944687e-79
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FURIN,Furin,51622,740,2.40 [1.99-2.90],7.168142883352849e-20
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FUS,RNA-binding protein FUS,50165,719,1.21 [1.03-1.41],0.0208978922300492
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FUT1,"Galactoside alpha-(1,2)-fucosyltransferase 1",43842,612,1.15 [1.03-1.28],0.0122263167424701
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FUT3_FUT5,3-galactosyl-N-acetylglucosaminide 4-alpha-L-fucosyltransferase FUT3_4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase FUT5,51915,741,1.30 [1.13-1.50],0.0001848751340087
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FUT8,"Alpha-(1,6)-fucosyltransferase",51062,728,1.06 [0.95-1.19],0.2858818277719967
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FXN,"Frataxin, mitochondrial",51901,745,1.08 [0.99-1.18],0.0904942347839888
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FXYD5,FXYD domain-containing ion transport regulator 5,50494,726,1.11 [1.01-1.23],0.0313175343924991
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FYB1,FYN-binding protein 1,51390,728,1.09 [1.02-1.17],0.0133160924636929
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FZD10,Frizzled-10,43516,610,0.93 [0.81-1.07],0.3254404619938147
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,FZD8,Frizzled-8,43301,603,1.18 [1.00-1.39],0.0457342550438379
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,GABARAP,Gamma-aminobutyric acid receptor-associated protein,44533,623,1.05 [0.90-1.22],0.5392076610487073
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,GABARAPL1,Gamma-aminobutyric acid receptor-associated protein-like 1,43926,615,0.95 [0.84-1.08],0.4397545467104587
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,GABRA4,Gamma-aminobutyric acid receptor subunit alpha-4,43301,603,0.96 [0.85-1.09],0.522710447069402
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,GAD1,Glutamate decarboxylase 1,43142,599,0.77 [0.57-1.04],0.0888018224792405
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,GAD2,Glutamate decarboxylase 2,43445,603,0.97 [0.81-1.15],0.709237353972592
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,GADD45B,Growth arrest and DNA damage-inducible protein GADD45 beta,43926,615,0.92 [0.77-1.09],0.327891088341037
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,GADD45GIP1,Growth arrest and DNA damage-inducible proteins-interacting protein 1,43550,617,1.20 [1.04-1.38],0.0101836502516271
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,GAGE2A,G antigen 2A,43142,599,0.96 [0.84-1.09],0.5547887317345417
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,GAL,Galanin peptides,51684,744,0.91 [0.82-1.00],0.0567262995580235
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,GALNT10,Polypeptide N-acetylgalactosaminyltransferase 10,51227,734,2.95 [2.40-3.64],2.19190291718794e-24
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,GALNT2,Polypeptide N-acetylgalactosaminyltransferase 2,51901,745,1.45 [1.14-1.84],0.0028163026844321
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,GALNT3,Polypeptide N-acetylgalactosaminyltransferase 3,50494,726,1.23 [1.06-1.44],0.006737008356431
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,GALNT5,Polypeptide N-acetylgalactosaminyltransferase 5,44738,627,1.14 [0.87-1.49],0.3377471136589657
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,GALNT7,N-acetylgalactosaminyltransferase 7,51227,734,1.45 [1.07-1.98],0.0181621365063275
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,GAMT,Guanidinoacetate N-methyltransferase,43272,611,0.97 [0.79-1.21],0.8127131384196371
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,GAPDH,Glyceraldehyde-3-phosphate dehydrogenase,42802,600,1.74 [1.32-2.30],0.0001003317184932
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,GART,Trifunctional purine biosynthetic protein adenosine-3,44664,625,0.79 [0.58-1.08],0.1383192118905013
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,GAS2,Growth arrest-specific protein 2,43926,615,1.44 [1.31-1.58],8.241449481190012e-14
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,GAS6,Growth arrest-specific protein 6,51761,745,2.06 [1.61-2.65],1.4728092418796727e-08
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,GASK1A,Golgi-associated kinase 1A,43272,611,1.14 [0.95-1.36],0.1524448562842677
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,GAST,Gastrin,44635,623,1.18 [1.12-1.24],1.6330202676544425e-11
