Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SCARA5,Scavenger receptor class A member 5,51915,741,1.47 [1.20-1.82],0.0002531607535013
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SCARB1,Scavenger receptor class B member 1,50258,704,1.09 [0.98-1.21],0.1228700488327897
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SCARB2,Lysosome membrane protein 2,50087,714,2.20 [1.85-2.60],1.436216567412752e-19
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SCARF1,Scavenger receptor class F member 1,52096,750,1.42 [1.22-1.64],3.1598549438233014e-06
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SCARF2,Scavenger receptor class F member 2,51915,741,1.43 [1.14-1.78],0.0016509401601011
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SCG2,Secretogranin-2,51666,740,1.29 [1.06-1.56],0.0104196489469951
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SCG3,Secretogranin-3,51515,742,1.11 [0.91-1.34],0.2938993861464158
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SCGB1A1,Uteroglobin,51515,740,1.03 [0.92-1.16],0.5951528775645062
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SCGB2A2,Mammaglobin-A,43272,611,0.92 [0.71-1.20],0.5469463604242432
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SCGB3A1,Secretoglobin family 3A member 1,43761,617,0.88 [0.65-1.20],0.4162377157018885
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SCGB3A2,Secretoglobin family 3A member 2,51600,744,0.90 [0.83-0.97],0.0072591406359861
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SCGN,Secretagogin,50494,726,0.98 [0.84-1.13],0.7553086082922349
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SCIN,Adseverin,43301,603,1.06 [0.96-1.18],0.2547188689637679
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SCLY,Selenocysteine lyase,51750,742,2.64 [2.36-2.94],3.9921324600734044e-67
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SCN2A,Sodium channel protein type 2 subunit alpha,43301,603,1.10 [0.95-1.28],0.2037551293845225
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SCN2B,Sodium channel subunit beta-2,43516,610,0.81 [0.61-1.07],0.142225243177135
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SCN3A,Sodium channel protein type 3 subunit alpha,43516,610,0.94 [0.75-1.17],0.575255322310325
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SCN3B,Sodium channel subunit beta-3,43301,603,1.03 [0.87-1.21],0.7594486083956701
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SCN4B,Sodium channel subunit beta-4,43550,617,1.07 [0.90-1.28],0.4578721318520307
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SCP2,Non-specific lipid-transfer protein,50249,720,1.14 [1.06-1.23],0.0004764617959132
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SCPEP1,Retinoid-inducible serine carboxypeptidase,43388,616,1.58 [1.37-1.83],2.5457449255783087e-10
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SCRG1,Scrapie-responsive protein 1,44738,627,1.22 [0.94-1.59],0.1302055142183469
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SCRIB,Protein scribble homolog,43550,617,1.18 [1.09-1.27],1.2339703691708433e-05
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SCRN1,Secernin-1,51387,739,1.09 [0.97-1.22],0.1479425113359458
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SCT,Secretin,43516,610,0.72 [0.60-0.85],0.0001438287163841
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SDC1,Syndecan-1,51461,742,1.57 [1.37-1.81],1.5440269727563134e-10
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SDC4,Syndecan-4,51461,742,0.91 [0.79-1.05],0.1882412858487909
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SDCCAG8,Serologically defined colon cancer antigen 8,44533,623,1.04 [0.98-1.12],0.2146200564136762
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SDHB,Succinate dehydrogenase,44550,622,1.39 [1.27-1.52],3.7634131505841283e-13
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SDK2,Protein sidekick-2,43761,617,1.42 [1.19-1.69],0.0001109212909439
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SEC31A,Protein transport protein Sec31A,43550,617,1.16 [1.04-1.28],0.0052904187156419
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SEL1L,Protein sel-1 homolog 1,43550,617,1.50 [1.27-1.76],9.58085211671477e-07
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SELE,E-selectin,52096,750,2.24 [1.97-2.54],2.6881435216740105e-36
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SELENOP,Selenoprotein P,44808,628,0.61 [0.44-0.86],0.0051687687772016
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SELL,L-selectin,44808,628,1.17 [0.84-1.63],0.3436632235552254
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SELP,P-selectin,51667,747,1.22 [1.09-1.36],0.0003833173134611
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SELPLG,P-selectin glycoprotein ligand 1,51387,739,2.18 [1.76-2.69],5.052873148610216e-13
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SEMA3F,Semaphorin-3F,51461,742,2.48 [1.96-3.13],3.2270501831011185e-14
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SEMA3G,Semaphorin-3G,43761,617,1.18 [0.99-1.40],0.0576714518756184
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SEMA4C,Semaphorin-4C,51227,734,0.95 [0.75-1.20],0.6507083147962769
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SEMA4D,Semaphorin-4D,51915,741,1.26 [1.01-1.57],0.0377814246757991
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SEMA6C,Semaphorin-6C,43445,603,1.05 [0.78-1.40],0.7647410245638631
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SEMA7A,Semaphorin-7A,51926,749,2.09 [1.75-2.50],4.956584388787527e-16
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SEPTIN3,Neuronal-specific septin-3,44664,625,1.04 [0.95-1.15],0.3813393479792057
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SEPTIN7,Septin-7,43926,615,1.13 [1.00-1.28],0.0568727956035237
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SEPTIN8,Septin-8,44550,623,1.52 [1.24-1.86],6.110613448537972e-05
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SEPTIN9,Septin-9,51227,734,1.23 [1.00-1.52],0.0542685372237085
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SERPINA1,Alpha-1-antitrypsin,43969,615,1.79 [0.71-4.49],0.218283606467595
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SERPINA11,Serpin A11,52096,750,1.03 [0.89-1.21],0.6670951618071304
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SERPINA12,Serpin A12,49979,720,1.04 [0.98-1.10],0.1803864690692709
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SERPINA3,Alpha-1-antichymotrypsin,44644,625,1.10 [0.66-1.81],0.7190016493134908
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SERPINA4,Kallistatin,43990,608,1.97 [1.43-2.72],3.4311955741829574e-05
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SERPINA5,Plasma serine protease inhibitor,44159,616,1.40 [1.14-1.72],0.0013652015906264
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SERPINA6,Corticosteroid-binding globulin,44808,628,1.62 [1.04-2.53],0.0336279327455423
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SERPINA7,Thyroxine-binding globulin,44808,628,2.10 [1.42-3.11],0.0001881901893594
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SERPINA9,Serpin A9,50985,731,1.32 [1.22-1.44],7.412921941942647e-11
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SERPINB1,Leukocyte elastase inhibitor,51306,723,1.07 [1.00-1.15],0.0530932117177617
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SERPINB5,Serpin B5,50517,724,0.98 [0.86-1.12],0.7483448415956384
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SERPINB6,Serpin B6,51746,735,1.14 [1.02-1.27],0.0173892650208456
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SERPINB8,Serpin B8,52026,747,1.26 [1.15-1.37],1.967253203335215e-07
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SERPINB9,Serpin B9,51062,728,1.44 [1.18-1.75],0.0002534843788188
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SERPINC1,Antithrombin-III,44723,626,0.55 [0.33-0.92],0.0224571337336895
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SERPIND1,Heparin cofactor 2,44723,626,1.70 [1.30-2.22],9.997662510483764e-05
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SERPINE1,Plasminogen activator inhibitor 1,52096,750,1.27 [1.15-1.40],1.9624501742590554e-06
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SERPINE2,Glia-derived nexin,44738,627,1.11 [0.99-1.25],0.0635314141731912
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SERPINF1,Pigment epithelium-derived factor,44130,615,3.06 [2.39-3.91],3.81260243687333e-19
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SERPINF2,Alpha-2-antiplasmin,43967,615,1.25 [0.71-2.19],0.4369216058053569
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SERPING1,Plasma protease C1 inhibitor,44723,626,1.08 [0.72-1.63],0.6976652570723995
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SERPINH1,Serpin H1,43926,615,1.11 [1.05-1.18],0.0005284564786777
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SERPINI1,Neuroserpin,43681,617,0.99 [0.77-1.27],0.9389446998376164
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SERPINI2,Serpin I2,44550,622,1.22 [1.08-1.38],0.0019720524480077
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SESTD1,SEC14 domain and spectrin repeat-containing protein 1,50258,704,1.04 [0.94-1.16],0.4040765751871287
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SETMAR,Histone-lysine N-methyltransferase SETMAR,50894,725,1.73 [1.44-2.08],5.340303769774412e-09
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SEZ6,Seizure protein 6 homolog,43516,610,1.07 [0.84-1.37],0.5974024652784855
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SEZ6L,Seizure 6-like protein,51622,740,1.17 [0.93-1.48],0.184945296780664
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SEZ6L2,Seizure 6-like protein 2,51227,734,1.19 [0.91-1.55],0.2125972998722266
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SF3B4,Splicing factor 3B subunit 4,51227,734,0.97 [0.89-1.06],0.5146816376658832
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SFRP1,Secreted frizzled-related protein 1,50893,726,1.24 [1.08-1.43],0.0026966473534371
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SFRP4,Secreted frizzled-related protein 4,43761,617,1.28 [1.06-1.54],0.0094640956439286
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SFTPA1,Pulmonary surfactant-associated protein A1,50249,720,0.99 [0.89-1.11],0.9177171171424916
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SFTPA2,Pulmonary surfactant-associated protein A2,50249,720,1.03 [0.91-1.17],0.6352609604821742
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SFTPD,Pulmonary surfactant-associated protein D,51461,742,1.11 [1.01-1.23],0.0278423486126815
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SGSH,N-sulphoglucosamine sulphohydrolase,43992,618,1.50 [1.34-1.69],6.799492000298985e-12
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SH2B3,SH2B adapter protein 3,50249,720,1.08 [1.01-1.16],0.0229328688807307
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SH2D1A,SH2 domain-containing protein 1A,51387,739,1.14 [1.03-1.26],0.012994661585053
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SH3BGRL2,SH3 domain-binding glutamic acid-rich-like protein 2,43301,603,1.11 [0.99-1.25],0.079650628057525
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SH3BP1,SH3 domain-binding protein 1,44550,622,1.05 [0.90-1.22],0.5157616808466894
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SH3GL3,Endophilin-A3,43677,608,0.96 [0.87-1.05],0.3289148975042528
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SH3GLB2,Endophilin-B2,44635,623,1.07 [0.95-1.20],0.2474057859724149
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SHBG,Sex hormone-binding globulin,44780,630,0.69 [0.60-0.79],8.688069289162853e-08
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SHC1,SHC-transforming protein 1,43142,599,0.98 [0.91-1.05],0.4887013275260652
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SHD,SH2 domain-containing adapter protein D,43187,611,1.04 [0.96-1.13],0.3002019453733251
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SHH,Sonic hedgehog protein,43445,603,0.98 [0.82-1.18],0.8281421221463181
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SHISA5,Protein shisa-5,44744,629,1.90 [1.51-2.40],6.083483880531093e-08
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SHMT1,"Serine hydroxymethyltransferase, cytosolic",51600,744,1.30 [1.20-1.40],1.058160842161621e-11
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SHPK,Sedoheptulokinase,43926,615,1.00 [0.83-1.21],0.9946254255555568
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SIAE,Sialate O-acetylesterase,51537,740,1.57 [1.38-1.79],2.12054718526061e-11
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SIGLEC1,Sialoadhesin,51684,744,1.81 [1.57-2.08],2.6367731868857827e-16
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SIGLEC10,Sialic acid-binding Ig-like lectin 10,51387,739,2.05 [1.75-2.40],4.38940291632319e-19
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SIGLEC15,Sialic acid-binding Ig-like lectin 15,50258,704,1.00 [0.92-1.09],0.9434933831605798
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SIGLEC5,Sialic acid-binding Ig-like lectin 5,51475,728,1.12 [1.05-1.19],0.0003721229964906
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SIGLEC6,Sialic acid-binding Ig-like lectin 6,51901,745,1.40 [1.16-1.69],0.0004484506924796
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SIGLEC7,Sialic acid-binding Ig-like lectin 7,51461,742,3.24 [2.64-3.97],1.0130131881522619e-29
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SIGLEC8,Sialic acid-binding Ig-like lectin 8,43550,617,2.14 [1.83-2.50],1.2099539906394052e-21
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SIGLEC9,Sialic acid-binding Ig-like lectin 9,51827,742,1.97 [1.59-2.44],4.1240761096091677e-10
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SIL1,Nucleotide exchange factor SIL1,43550,617,1.45 [1.22-1.72],2.411514500525689e-05
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SIRPA,Tyrosine-protein phosphatase non-receptor type substrate 1,51593,748,1.24 [1.10-1.39],0.0004457363767211
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SIRPB1,Signal-regulatory protein beta-1,51345,741,1.51 [1.32-1.73],3.5650090190411253e-09
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SIRT1,NAD-dependent protein deacetylase sirtuin-1,43445,603,0.97 [0.88-1.07],0.4994561511388834
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SIRT2,NAD-dependent protein deacetylase sirtuin-2,51227,734,1.10 [1.02-1.18],0.0148119385228156
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SIRT5,"NAD-dependent protein deacylase sirtuin-5, mitochondrial",50258,704,1.01 [0.90-1.14],0.8216747565997569
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SIT1,Signaling threshold-regulating transmembrane adapter 1,50494,726,1.14 [1.02-1.28],0.0264894891229217
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SKAP1,Src kinase-associated phosphoprotein 1,50977,728,1.04 [0.95-1.13],0.4463332641285664
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SKAP2,Src kinase-associated phosphoprotein 2,51684,744,1.09 [1.03-1.16],0.0042569403563493
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SKIV2L,Helicase SKI2W,43272,611,1.06 [0.88-1.28],0.5194363584394437
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SLA2,Src-like-adapter 2,44664,625,1.07 [1.00-1.15],0.0625441780128765
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SLAMF1,Signaling lymphocytic activation molecule,50494,726,1.34 [1.20-1.49],3.072068503825543e-07
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SLAMF6,SLAM family member 6,50249,720,1.46 [1.24-1.71],5.461593600608808e-06
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SLAMF7,SLAM family member 7,51387,739,1.26 [1.13-1.40],2.4719480109166133e-05
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SLAMF8,SLAM family member 8,50249,720,1.84 [1.63-2.09],2.290528765940231e-22
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SLC12A2,Solute carrier family 12 member 2,43272,611,1.03 [0.78-1.35],0.8503361410708367
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SLC13A1,Solute carrier family 13 member 1,44533,623,1.02 [0.90-1.16],0.7267000126664221
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SLC16A1,Monocarboxylate transporter 1,50258,704,1.11 [1.00-1.24],0.048722928665892
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SLC1A4,Neutral amino acid transporter A,43516,610,1.04 [0.89-1.20],0.6294482261195722
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SLC27A4,Long-chain fatty acid transport protein 4,50258,704,1.07 [0.98-1.18],0.1421945618691019
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SLC28A1,Sodium/nucleoside cotransporter 1,43142,599,1.11 [0.98-1.25],0.0940206265116172
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SLC34A3,Sodium-dependent phosphate transport protein 2C,43142,599,0.87 [0.73-1.04],0.1313448337097587
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SLC39A14,Zinc transporter ZIP14,50258,704,0.87 [0.71-1.08],0.204886917916782
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SLC39A5,Zinc transporter ZIP5,51387,739,1.26 [1.14-1.40],9.794304145431123e-06
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SLC44A4,Choline transporter-like protein 4,43516,610,1.03 [0.92-1.15],0.6103615819506596
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SLC4A1,Band 3 anion transport protein,44744,629,0.83 [0.71-0.98],0.0290937556515911
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SLC51B,Organic solute transporter subunit beta,43272,611,1.10 [1.00-1.21],0.0477130079731141
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SLC9A3R1,Na(+)/H(+) exchange regulatory cofactor NHE-RF1,43761,617,1.11 [1.01-1.21],0.0234566574471318
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SLC9A3R2,Na(+)/H(+) exchange regulatory cofactor NHE-RF2,44550,622,1.14 [1.01-1.30],0.0384346378227285
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SLIRP,"SRA stem-loop-interacting RNA-binding protein, mitochondrial",43142,599,0.88 [0.76-1.02],0.0932304566519325
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SLIT2,Slit homolog 2 protein,50258,704,1.41 [1.28-1.55],8.16785668082584e-12
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SLITRK1,SLIT and NTRK-like protein 1,43445,603,0.77 [0.61-0.98],0.0369661588529379
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SLITRK2,SLIT and NTRK-like protein 2,51901,745,1.40 [1.19-1.64],5.368876357053236e-05
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SLITRK6,SLIT and NTRK-like protein 6,50517,724,0.89 [0.73-1.07],0.216815207951752
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SLK,STE20-like serine/threonine-protein kinase,43926,615,1.05 [0.95-1.15],0.3225703257612616
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SLMAP,Sarcolemmal membrane-associated protein,44550,622,1.06 [0.97-1.16],0.1769329985105242
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SLURP1,Secreted Ly-6/uPAR-related protein 1,44414,621,1.16 [0.97-1.39],0.1081206481187072
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SMAD1,Mothers against decapentaplegic homolog 1,50249,720,1.15 [1.07-1.24],0.0003589576189825
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SMAD2,Mothers against decapentaplegic homolog 2,44533,623,1.09 [0.98-1.22],0.0945276704909392
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SMAD3,Mothers against decapentaplegic homolog 3,44533,623,1.03 [0.89-1.19],0.698680112517617
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SMAD5,Mothers against decapentaplegic homolog 5,51227,734,1.46 [1.05-2.03],0.0250227043743309
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SMARCA2,Probable global transcription activator SNF2L2,50258,704,1.09 [0.99-1.19],0.069579764316185
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SMC3,Structural maintenance of chromosomes protein 3,43142,599,1.02 [0.89-1.18],0.7722499570306118
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SMNDC1,Survival of motor neuron-related-splicing factor 30,44550,622,1.18 [1.07-1.31],0.00111904141069
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SMOC1,SPARC-related modular calcium-binding protein 1,51901,745,2.15 [1.80-2.55],7.108099954668336e-18
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SMOC2,SPARC-related modular calcium-binding protein 2,51684,744,1.47 [1.26-1.72],1.488588809494263e-06
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SMPD1,Sphingomyelin phosphodiesterase,51661,738,1.79 [1.59-2.02],7.3157971383372165e-22
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SMPD3,Sphingomyelin phosphodiesterase 3,43445,603,0.96 [0.83-1.12],0.6206850168021563
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SMPDL3A,Acid sphingomyelinase-like phosphodiesterase 3a,51599,744,1.32 [1.19-1.46],1.135102324307339e-07
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SMPDL3B,Acid sphingomyelinase-like phosphodiesterase 3b,44533,623,1.06 [0.97-1.17],0.2067826968087315
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SMS,Spermine synthase,43301,603,1.01 [0.90-1.14],0.8667490144073202
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SMTN,Smoothelin,44550,622,1.07 [0.99-1.15],0.1121732020124537
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SNAP23,Synaptosomal-associated protein 23,51461,742,1.11 [1.03-1.20],0.0058824986742794
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SNAP25,Synaptosomal-associated protein 25,43301,603,1.08 [0.92-1.27],0.3318472277740921
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SNAP29,Synaptosomal-associated protein 29,51622,740,1.14 [1.06-1.22],0.0004809196645268
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SNAPIN,SNARE-associated protein Snapin,44664,625,1.15 [1.01-1.31],0.0331617840435954
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SNCA,Alpha-synuclein,43761,617,1.10 [1.03-1.17],0.0053107338674222
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SNCG,Gamma-synuclein,51062,728,1.31 [1.18-1.44],1.1692427419264677e-07
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SNED1,"Sushi, nidogen and EGF-like domain-containing protein 1",43550,617,1.33 [1.08-1.64],0.0077927743417175
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SNRPB2,U2 small nuclear ribonucleoprotein B'',44635,623,1.24 [1.09-1.40],0.000755656913533
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SNU13,NHP2-like protein 1,43272,611,0.97 [0.86-1.10],0.6183745328593495
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SNX15,Sorting nexin-15,43761,617,1.10 [0.96-1.27],0.1817678158363797
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SNX18,Sorting nexin-18,44550,622,0.98 [0.82-1.16],0.800083939442688
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SNX2,Sorting nexin-2,44533,623,1.03 [0.94-1.13],0.4903864574867252
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SNX5,Sorting nexin-5,43550,617,1.20 [0.94-1.53],0.1516294517099256
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SNX9,Sorting nexin-9,51461,742,1.11 [1.01-1.21],0.0338505790971809
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,SOD1,Superoxide dismutase [Cu-Zn],50430,730,1.08 [0.94-1.23],0.2752268756124468
